"","weight"
"5372",20.402
"5373",20.705
"5374",20.398
"5375",20.64
"5376",20.445
"5377",20.547
"5378",20.791
"5379",20.718
"5380",20.497
"5381",20.18
"5382",20.342
"5383",20.207
"5384",20.443
"5385",20.549
"5386",20.523
"5387",20.416
"5388",20.48
"5389",20.699
"5390",20.342
"5391",20.648
"5392",20.734
"5393",20.386
"5394",20.346
"5395",20.46
"5396",20.727
"5397",20.552
"5398",20.879
"5399",20.379
"5400",20.44
"5401",20.667
"5402",20.478
"5403",20.696
"5404",20.748
"5405",20.712
"5406",20.791
"5407",20.38
"5408",20.605
"5409",20.163
"5410",20.541
"5411",20.469
"5412",20.455
"5413",20.53
"5414",20.405
"5415",20.63
"5416",20.844
"5417",20.547
"5418",20.209
"5419",20.376
"5420",20.747
"5421",20.54
"5422",20.658
"5423",20.091
"5424",20.373
"5425",20.597
"5426",20.499
"5427",20.618
"5428",20.701
"5429",20.374
"5430",20.576
"5431",20.211
"5432",20.958
"5433",20.444
"5434",20.214
"5435",20.719
"5436",20.78
"5437",20.298
"5438",20.646
"5439",20.709
"5440",20.599
"5441",20.724
"5442",20.732
"5443",20.694
"5444",20.573
"5445",20.684
"5446",20.186
"5447",20.648
"5448",20.565
"5449",20.648
"5450",20.566
"5451",20.458
"5452",20.633
"5453",20.673
"5454",20.558
"5455",20.415
"5456",20.81
"5457",20.634
"5458",20.308
"5459",20.61
"5460",20.297
"5461",20.62
"5462",20.481
"5463",20.723
"5464",20.46
"5465",20.257
"5466",20.499
"5467",20.775
"5468",20.537
"5469",20.48
"5470",20.821
"5471",20.439
"5472",20.803
"5473",20.545
"5474",20.493
"5475",20.387
"5476",20.616
"5477",20.497
"5478",20.618
"5479",20.529
"5480",20.474
"5481",20.347
"5482",20.314
"5483",20.299
"5484",20.3
"5485",20.435
"5486",20.448
"5487",20.726
"5488",20.598
"5489",20.444
"5490",20.625
"5491",20.277
"5492",20.663
"5493",20.385
"5494",20.65
"5495",20.681
"5496",20.466
"5497",20.83
"5498",20.03
"5499",20.44
"5500",20.814
"5501",20.64
"5502",20.626
"5503",20.386
"5504",20.459
"5505",20.506
"5506",20.624
"5507",20.2
"5508",20.216
"5509",20.508
"5510",20.634
"5511",20.13
"5512",20.731
"5513",20.688
"5514",20.409
"5515",20.748
"5516",20.308
"5517",20.454
"5518",20.962
"5519",20.405
"5520",20.599
"5521",20.399
"5522",20.421
"5523",20.656
"5524",20.575
"5525",20.506
"5526",20.245
"5527",20.561
"5528",20.319
"5529",20.591
"5530",20.527
"5531",20.594
"5532",20.07
"5533",20.408
"5534",20.536
"5535",20.508
"5536",20.513
"5537",20.623
"5538",20.551
"5539",20.489
"5540",20.196
"5541",20.248
"5542",20.625
"5543",20.581
"5544",20.653
"5545",20.362
"5546",20.423
"5547",20.183
"5548",20.616
"5549",20.411
"5550",20.45
"5551",20.75
"5552",20.519
"5553",20.909
"5554",20.681
"5555",20.488
"5556",20.508
"5557",20.378
"5558",20.264
"5559",20.502
"5560",20.358
"5561",20.694
"5562",20.623
"5563",20.374
"5564",20.602
"5565",20.61
"5566",20.146
"5567",20.532
"5568",20.172
"5569",20.256
"5570",20.622
"5571",20.709
"5572",20.792
"5573",20.64
"5574",20.464
"5575",20.463
"5576",20.46
"5577",20.775
"5578",20.317
"5579",20.261
"5580",20.585
"5581",20.689
"5582",20.667
"5583",20.424
"5584",20.35
"5585",20.588
"5586",20.558
"5587",20.189
"5588",20.244
"5589",20.606
"5590",20.58
"5591",20.351
"5592",20.537
"5593",20.642
"5594",20.665
"5595",20.557
"5596",20.656
"5597",20.636
"5598",20.738
"5599",20.47
"5600",20.326
"5601",20.4
"5602",20.456
"5603",20.527
"5604",20.687
"5605",20.371
"5606",20.63
"5607",20.721
"5608",20.49
"5609",20.194
"5610",20.448
"5611",20.534
"5612",20.641
"5613",20.735
"5614",20.502
"5615",20.894
"5616",20.301
"5617",20.459
"5618",20.716
"5619",20.458
"5620",20.05
"5621",20.349
"5622",20.605
"5623",20.222
"5624",20.534
"5625",20.533
"5626",20.584
"5627",20.358
"5628",20.972
"5629",20.533
"5630",19.994
"5631",20.604
"5632",20.528
"5633",20.637
"5634",20.553
"5635",20.912
"5636",20.682
"5637",20.587
"5638",20.629
"5639",20.12
"5640",20.15
"5641",20.598
"5642",20.361
"5643",20.814
"5644",20.59
"5645",20.631
"5646",21.02
"5647",20.538
"5648",20.289
"5649",20.174
"5650",20.415
"5651",20.478
"5652",20.646
"5653",20.522
"5654",20.446
"5655",20.744
"5656",19.968
"5657",20.289
"5658",20.755
"5659",20.598
"5660",20.807
"5661",20.526
"5662",20.481
"5663",20.458
"5664",20.297
"5665",20.583
"5666",20.767
"5667",20.529
"5668",20.732
"5669",20.411
"5670",20.573
"5671",20.502
"5672",20.545
"5673",20.539
"5674",20.558
"5675",20.666
"5676",20.884
"5677",20.846
"5678",20.767
"5679",20.5
"5680",20.449
"5681",20.31
"5682",20.487
"5683",20.267
"5684",20.658
"5685",20.571
"5686",20.14
"5687",21.123
"5688",20.213
"5689",20.311
"5690",20.622
"5691",20.517
"5692",20.29
"5693",20.442
"5694",20.484
"5695",20.334
"5696",20.453
"5697",20.116
"5698",20.547
"5699",20.63
"5700",20.731
"5701",20.719
"5702",20.687
"5703",20.454
"5704",20.092
"5705",20.392
"5706",20.194
"5707",20.619
"5708",20.28
"5709",20.418
"5710",20.138
"5711",20.562
"5712",20.521
"5713",20.305
"5714",20.433
"5715",20.443
"5716",20.448
"5717",20.653
"5718",20.222
"5719",20.394
"5720",20.439
"5721",20.249
"5722",20.141
"5723",20.441
"5724",20.165
"5725",20.125
"5726",20.444
"5727",20.332
"5728",20.28
"5729",20.565
"5730",20.538
"5731",20.115
"5732",20.549
"5733",20.317
"5734",20.687
"5735",20.446
"5736",20.57
"5737",20.323
"5738",20.668
"5739",20.42
"5740",20.523
"5741",21.004
"5742",20.408
"5743",20.424
"5744",20.552
"5745",20.331
"5746",20.648
"5747",20.37
"5748",20.697
"5749",20.503
"5750",20.287
"5751",20.333
"5752",20.784
"5753",20.316
"5754",20.426
"5755",20.732
"5756",20.893
"5757",20.62
"5758",20.638
"5759",20.223
"5760",20.536
"5761",20.089
"5762",20.466
"5763",20.796
"5764",20.622
"5765",20.482
"5766",20.411
"5767",20.571
"5768",20.288
"5769",20.441
"5770",20.598
"5771",20.404
"5772",20.495
"5773",20.395
"5774",20.728
"5775",20.564
"5776",20.05
"5777",20.347
"5778",20.218
"5779",20.648
"5780",20.363
"5781",20.578
"5782",20.957
"5783",20.58
"5784",20.256
"5785",20.456
"5786",20.738
"5787",20.595
"5788",20.312
"5789",21.008
"5790",20.362
"5791",20.179
"5792",20.425
"5793",20.522
"5794",20.447
"5795",19.989
"5796",20.719
"5797",20.32
"5798",20.319
"5799",20.714
"5800",20.581
"5801",20.665
"5802",20.367
"5803",20.405
"5804",20.307
"5805",20.781
"5806",20.826
"5807",20.775
"5808",20.558
"5809",20.86
"5810",20.428
"5811",20.974
"5812",20.588
"5813",20.408
"5814",20.521
"5815",20.281
"5816",20.645
"5817",20.555
"5818",20.483
"5819",20.499
"5820",20.662
"5821",20.572
"5822",20.603
"5823",20.707
"5824",20.511
"5825",20.406
"5826",20.427
"5827",20.695
"5828",20.501
"5829",20.232
"5830",20.445
"5831",20.391
"5832",20.602
"5833",20.254
"5834",20.587
"5835",20.203
"5836",20.592
"5837",20.669
"5838",20.86
"5839",20.346
"5840",20.578
"5841",20.805
"5842",20.409
"5843",20.089
"5844",20.195
"5845",20.765
"5846",20.736
"5847",20.58
"5848",20.25
"5849",20.422
"5850",20.557
"5851",20.187
"5852",20.738
"5853",20.635
"5854",20.251
"5855",20.627
"5856",20.515
"5857",20.364
"5858",20.716
"5859",20.132
"5860",20.175
"5861",20.339
"5862",20.255
"5863",20.615
"5864",20.319
"5865",20.668
"5866",20.649
"5867",20.404
"5868",20.118
"5869",20.307
"5870",20.496
"5871",20.214
"5872",20.653
"5873",20.465
"5874",20.424
"5875",20.943
"5876",20.387
"5877",20.218
"5878",20.362
"5879",20.636
"5880",20.643
"5881",20.968
"5882",20.491
"5883",20.271
"5884",20.455
"5885",20.598
"5886",20.563
"5887",20.507
"5888",20.352
"5889",20.062
"5890",20.251
"5891",20.363
"5892",20.687
"5893",20.715
"5894",20.58
"5895",20.47
"5896",20.477
"5897",20.264
"5898",20.175
"5899",20.698
"5900",20.279
"5901",20.514
"5902",20.373
"5903",20.522
"5904",20.179
"5905",20.51
"5906",20.485
"5907",20.176
"5908",20.246
"5909",20.661
"5910",20.115
"5911",20.499
"5912",20.649
"5913",20.595
"5914",20.752
"5915",20.497
"5916",20.359
"5917",20.248
"5918",20.529
"5919",20.504
"5920",20.741
"5921",20.219
"5922",20.836
"5923",20.293
"5924",20.15
"5925",20.565
"5926",20.499
"5927",20.394
"5928",20.364
"5929",20.245
"5930",20.581
"5931",20.473
"5932",20.682
"5933",20.587
"5934",20.302
"5935",20.345
"5936",20.818
"5937",20.19
"5938",20.429
"5939",20.455
"5940",20.32
"5941",20.379
"5942",20.651
"5943",20.498
"5944",20.537
"5945",20.421
"5946",20.412
"5947",20.952
"5948",20.289
"5949",20.789
"5950",20.432
"5951",20.542
"5952",20.305
"5953",20.6
"5954",20.774
"5955",20.478
"5956",20.685
"5957",20.444
"5958",20.374
"5959",20.581
"5960",20.61
"5961",20.532
"5962",20.443
"5963",20.905
"5964",20.671
"5965",20.583
"5966",20.35
"5967",20.351
"5968",20.406
"5969",20.598
"5970",20.435
"5971",20.386
"5972",20.257
"5973",20.155
"5974",20.327
"5975",20.734
"5976",20.072
"5977",20.601
"5978",20.77
"5979",20.482
"5980",20.674
"5981",20.43
"5982",20.59
"5983",20.273
"5984",20.285
"5985",20.731
"5986",20.302
"5987",20.756
"5988",20.335
"5989",20.397
"5990",20.628
"5991",20.458
"5992",20.442
"5993",20.245
"5994",20.608
"5995",20.401
"5996",20.62
"5997",20.711
"5998",20.581
"5999",20.351
"6000",20.477
"6001",20.682
"6002",20.499
"6003",20.795
"6004",20.434
"6005",20.751
"6006",20.29
"6007",20.403
"6008",20.425
"6009",20.335
"6010",20.465
"6011",20.678
"6012",20.677
"6013",20.766
"6014",20.368
"6015",20.201
"6016",20.393
"6017",20.47
"6018",20.51
"6019",20.368
"6020",20.268
"6021",20.671
"6022",20.717
"6023",20.049
"6024",20.357
"6025",20.236
"6026",20.62
"6027",20.419
"6028",20.268
"6029",20.736
"6030",20.673
"6031",20.453
"6032",20.146
"6033",20.577
"6034",20.447
"6035",20.567
"6036",20.422
"6037",20.768
"6038",20.577
"6039",21.019
"6040",20.364
"6041",20.296
"6042",20.412
"6043",20.831
"6044",20.578
"6045",20.414
"6046",20.149
"6047",20.712
"6048",20.509
"6049",20.886
"6050",20.485
"6051",20.407
"6052",20.461
"6053",20.555
"6054",20.62
"6055",20.45
"6056",20.565
"6057",20.604
"6058",20.344
"6059",20.04
"6060",20.471
"6061",20.58
"6062",20.322
"6063",20.494
"6064",20.299
"6065",20.305
"6066",20.436
"6067",20.61
"6068",20.42
"6069",20.471
"6070",20.733
"6071",20.579
"6072",20.645
"6073",20.545
"6074",20.611
"6075",20.691
"6076",20.619
"6077",20.601
"6078",20.262
"6079",20.489
"6080",20.24
"6081",20.704
"6082",20.297
"6083",20.801
"6084",20.71
"6085",20.616
"6086",20.544
"6087",20.218
"6088",20.41
"6089",20.716
"6090",20.557
"6091",20.385
"6092",20.131
"6093",20.435
"6094",20.481
"6095",20.616
"6096",20.401
"6097",20.267
"6098",20.45
"6099",20.505
"6100",20.531
"6101",20.28
"6102",20.302
"6103",20.523
"6104",20.437
"6105",20.419
"6106",20.411
"6107",20.465
"6108",20.415
"6109",20.408
"6110",20.624
"6111",20.476
"6112",20.626
"6113",20.339
"6114",20.432
"6115",20.842
"6116",20.206
"6117",20.456
"6118",20.709
"6119",20.206
"6120",20.504
"6121",20.393
"6122",20.979
"6123",20.295
"6124",20.296
"6125",20.503
"6126",20.477
"6127",20.74
"6128",20.448
"6129",20.197
"6130",20.244
"6131",20.457
"6132",20.252
"6133",20.767
"6134",20.942
"6135",20.481
"6136",20.857
"6137",20.111
"6138",20.547
"6139",20.646
"6140",20.602
"6141",20.697
"6142",20.387
"6143",20.686
"6144",20.518
"6145",21.153
"6146",20.53
"6147",20.386
"6148",20.571
"6149",20.367
"6150",20.227
"6151",20.797
"6152",20.64
"6153",20.506
"6154",20.241
"6155",20.578
"6156",20.878
"6157",20.679
"6158",20.288
"6159",20.393
"6160",20.622
"6161",20.404
"6162",20.635
"6163",20.696
"6164",19.915
"6165",20.863
"6166",21.037
"6167",20.62
"6168",20.675
"6169",20.133
"6170",20.538
"6171",20.737
"6172",20.785
"6173",20.281
"6174",20.414
"6175",20.313
"6176",20.063
"6177",20.79
"6178",20.698
"6179",20.703
"6180",20.113
"6181",20.223
"6182",20.031
"6183",20.634
"6184",20.191
"6185",20.663
"6186",20.41
"6187",20.699
"6188",20.527
"6189",20.415
"6190",20.586
"6191",20.67
"6192",20.09
"6193",20.911
"6194",20.388
"6195",20.342
"6196",20.304
"6197",20.66
"6198",20.966
"6199",20.323
"6200",20.554
"6201",20.52
"6202",19.877
"6203",20.709
"6204",20.153
"6205",20.448
"6206",20.545
"6207",20.559
"6208",20.227
"6209",20.493
"6210",20.874
"6211",20.549
"6212",20.555
"6213",20.115
"6214",20.5
"6215",20.284
"6216",20.679
"6217",20.333
"6218",20.623
"6219",20.673
"6220",20.733
"6221",20.444
"6222",20.401
"6223",20.651
"6224",20.445
"6225",20.817
"6226",20.397
"6227",20.107
"6228",20.461
"6229",20.286
"6230",20.785
"6231",20.354
"6232",20.477
"6233",20.501
"6234",20.365
"6235",20.657
"6236",20.914
"6237",20.222
"6238",20.785
"6239",20.659
"6240",20.215
"6241",20.845
"6242",20.434
"6243",20.515
"6244",20.586
"6245",20.495
"6246",20.546
"6247",20.369
"6248",20.682
"6249",20.544
"6250",20.09
"6251",20.591
"6252",20.689
"6253",20.539
"6254",20.513
"6255",20.27
"6256",20.434
"6257",20.729
"6258",20.164
"6259",20.649
"6260",20.507
"6261",20.21
"6262",20.764
"6263",20.653
"6264",20.711
"6265",20.58
"6266",20.428
"6267",20.679
"6268",20.539
"6269",20.797
"6270",20.428
"6271",20.717
"6272",20.615
"6273",20.448
"6274",20.265
"6275",20.584
"6276",20.443
"6277",20.301
"6278",20.486
"6279",20.652
"6280",20.384
"6281",20.539
"6282",20.53
"6283",20.55
"6284",20.326
"6285",20.655
"6286",20.776
"6287",20.389
"6288",20.748
"6289",20.345
"6290",20.46
"6291",20.99
"6292",20.216
"6293",20.768
"6294",20.338
"6295",20.375
"6296",20.615
"6297",20.511
"6298",20.099
"6299",20.259
"6300",20.536
"6301",20.866
"6302",20.219
"6303",20.523
"6304",20.286
"6305",20.573
"6306",20.827
"6307",20.172
"6308",20.723
"6309",19.942
"6310",20.494
"6311",20.775
"6312",20.678
"6313",20.542
"6314",20.435
"6315",20.643
"6316",20.587
"6317",20.302
"6318",20.359
"6319",20.357
"6320",20.393
"6321",20.338
"6322",20.963
"6323",20.368
"6324",20.583
"6325",20.371
"6326",20.367
"6327",20.592
"6328",20.43
"6329",20.449
"6330",20.546
"6331",20.738
"6332",20.559
"6333",20.496
"6334",20.462
"6335",20.208
"6336",20.754
"6337",20.404
"6338",20.364
"6339",20.651
"6340",20.249
"6341",20.377
"6342",20.286
"6343",20.457
"6344",20.469
"6345",20.662
"6346",20.279
"6347",20.44
"6348",20.712
"6349",20.306
"6350",20.457
"6351",20.486
"6352",20.411
"6353",20.711
"6354",20.869
"6355",20.298
"6356",20.615
"6357",20.055
"6358",20.561
"6359",20.511
"6360",20.506
"6361",20.434
"6362",20.203
"6363",20.424
"6364",20.372
"6365",20.238
"6366",20.74
"6367",20.339
"6368",20.799
"6369",20.683
"6370",20.19
"6371",20.827
"6372",20.005
"6373",20.495
"6374",20.237
"6375",20.525
"6376",20.541
"6377",20.315
"6378",20.318
"6379",20.607
"6380",20.373
"6381",20.51
"6382",20.507
"6383",20.112
"6384",20.286
"6385",20.824
"6386",20.351
"6387",20.411
"6388",20.553
"6389",20.418
"6390",20.165
"6391",20.697
"6392",20.391
"6393",20.394
"6394",20.264
"6395",20.658
"6396",20.88
"6397",20.572
"6398",20.26
"6399",20.37
"6400",20.552
"6401",20.414
"6402",20.231
"6403",20.617
"6404",20.442
"6405",20.488
"6406",20.299
"6407",20.271
"6408",20.207
"6409",20.497
"6410",20.502
"6411",20.021
"6412",20.398
"6413",20.353
"6414",20.644
"6415",20.481
"6416",20.392
"6417",20.193
"6418",20.396
"6419",20.465
"6420",20.546
"6421",20.603
"6422",20.463
"6423",20.329
"6424",20.36
"6425",20.686
"6426",20.191
"6427",20.488
"6428",20.258
"6429",20.381
"6430",20.78
"6431",20.156
"6432",20.587
"6433",20.687
"6434",20.6
"6435",20.375
"6436",20.852
"6437",20.407
"6438",20.396
"6439",20.491
"6440",20.294
"6441",20.38
"6442",20.633
"6443",20.553
"6444",20.396
"6445",20.543
"6446",20.525
"6447",20.73
"6448",20.637
"6449",20.527
"6450",20.435
"6451",20.299
"6452",20.707
"6453",20.677
"6454",20.673
"6455",20.606
"6456",20.395
"6457",20.436
"6458",20.725
"6459",20.635
"6460",20.85
"6461",20.465
"6462",20.372
"6463",20.791
"6464",20.394
"6465",20.145
"6466",20.736
"6467",20.663
"6468",20.427
"6469",20.448
"6470",20.581
"6471",20.492
"6472",20.482
"6473",20.694
"6474",20.342
"6475",20.694
"6476",20.49
"6477",20.297
"6478",20.457
"6479",20.746
"6480",20.743
"6481",20.529
"6482",20.387
"6483",20.354
"6484",20.478
"6485",20.606
"6486",20.446
"6487",20.95
"6488",20.681
"6489",20.298
"6490",20.313
"6491",20.861
"6492",20.6
"6493",20.678
"6494",20.372
"6495",20.669
"6496",20.202
"6497",20.499
"6498",20.411
"6499",20.521
"6500",20.252
"6501",20.431
"6502",20.502
"6503",20.516
"6504",20.189
"6505",20.378
"6506",20.723
"6507",20.201
"6508",20.892
"6509",20.661
"6510",20.182
"6511",20.586
"6512",20.488
"6513",20.962
"6514",20.518
"6515",20.455
"6516",20.447
"6517",20.585
"6518",20.525
"6519",20.345
"6520",20.523
"6521",20.297
"6522",20.374
"6523",20.503
"6524",20.447
"6525",20.459
"6526",20.327
"6527",20.232
"6528",20.846
"6529",20.508
"6530",20.428
"6531",20.656
"6532",20.576
"6533",20.297
"6534",20.386
"6535",20.529
"6536",20.448
"6537",20.481
"6538",20.406
"6539",20.611
"6540",20.685
"6541",20.561
"6542",20.41
"6543",20.749
"6544",20.606
"6545",20.525
"6546",20.384
"6547",20.489
"6548",20.53
"6549",20.382
"6550",20.661
"6551",20.236
"6552",20.575
"6553",20.286
"6554",20.223
"6555",20.665
"6556",20.192
"6557",20.509
"6558",20.496
"6559",20.633
"6560",20.426
"6561",20.315
"6562",20.842
"6563",20.682
"6564",20.408
"6565",20.965
"6566",20.547
"6567",20.106
"6568",20.417
"6569",20.203
"6570",20.7
"6571",20.329
"6572",20.879
"6573",20.192
"6574",20.356
"6575",20.661
"6576",20.297
"6577",20.616
"6578",20.411
"6579",20.366
"6580",20.632
"6581",20.448
"6582",20.662
"6583",20.697
"6584",20.596
"6585",20.586
"6586",20.352
"6587",20.385
"6588",20.546
"6589",20.584
"6590",20.63
"6591",20.37
"6592",20.175
"6593",20.426
"6594",20.641
"6595",20.915
"6596",20.44
"6597",20.432
"6598",20.319
"6599",20.786
"6600",20.298
"6601",20.515
"6602",20.43
"6603",20.977
"6604",20.378
"6605",20.674
"6606",20.831
"6607",20.251
"6608",20.693
"6609",20.638
"6610",20.291
"6611",20.542
"6612",20.58
"6613",20.304
"6614",20.441
"6615",20.339
"6616",20.569
"6617",20.186
"6618",20.849
"6619",20.474
"6620",20.66
"6621",20.6
"6622",20.599
"6623",20.571
"6624",20.364
"6625",20.605
"6626",20.194
"6627",20.57
"6628",20.928
"6629",20.2
"6630",20.852
"6631",20.655
"6632",20.512
"6633",20.203
"6634",20.484
"6635",20.547
"6636",20.49
"6637",20.696
"6638",20.665
"6639",20.271
"6640",20.281
"6641",20.607
"6642",20.718
"6643",20.422
"6644",20.758
"6645",21.156
"6646",20.526
"6647",20.501
"6648",20.732
"6649",20.465
"6650",20.322
"6651",20.673
"6652",20.43
"6653",20.616
"6654",20.356
"6655",20.469
"6656",20.525
"6657",20.574
"6658",20.682
"6659",20.316
"6660",20.324
"6661",20.294
"6662",20.996
"6663",20.578
"6664",20.512
"6665",20.598
"6666",20.447
"6667",20.516
"6668",20.373
"6669",20.45
"6670",20.362
"6671",20.584
"6672",20.732
"6673",20.442
"6674",20.365
"6675",20.481
"6676",21.051
"6677",20.554
"6678",20.47
"6679",20.518
"6680",20.328
"6681",20.593
"6682",20.489
"6683",20.758
"6684",20.802
"6685",20.288
"6686",20.469
"6687",20.626
"6688",20.876
"6689",20.451
"6690",20.569
"6691",20.141
"6692",20.871
"6693",20.86
"6694",20.5
"6695",20.267
"6696",20.574
"6697",20.31
"6698",20.16
"6699",20.431
"6700",20.325
"6701",20.156
"6702",20.808
"6703",20.191
"6704",20.376
"6705",20.453
"6706",20.633
"6707",20.721
"6708",20.431
"6709",20.871
"6710",20.422
"6711",20.584
"6712",20.655
"6713",20.489
"6714",20.189
"6715",20.4
"6716",20.109
"6717",20.574
"6718",20.503
"6719",20.285
"6720",20.788
"6721",20.877
"6722",20.651
"6723",20.586
"6724",20.328
"6725",20.274
"6726",20.716
"6727",20.403
"6728",20.656
"6729",20.226
"6730",20.868
"6731",20.595
"6732",20.628
"6733",20.54
"6734",20.585
"6735",20.33
"6736",20.796
"6737",20.295
"6738",20.473
"6739",20.517
"6740",20.414
"6741",20.423
"6742",20.623
"6743",20.646
"6744",20.353
"6745",20.384
"6746",20.678
"6747",20.568
"6748",20.198
"6749",20.318
"6750",20.678
"6751",20.667
"6752",20.358
"6753",20.269
"6754",20.299
"6755",20.53
"6756",20.578
"6757",20.526
"6758",20.553
"6759",20.728
"6760",20.356
"6761",20.652
"6762",20.435
"6763",20.256
"6764",20.391
"6765",20.259
"6766",20.434
"6767",20.49
"6768",20.748
"6769",20.662
"6770",20.238
"6771",20.485
"6772",20.283
"6773",20.393
"6774",20.331
"6775",20.374
"6776",20.527
"6777",20.411
"6778",20.38
"6779",20.507
"6780",20.445
"6781",21.034
"6782",20.738
"6783",20.438
"6784",20.289
"6785",20.461
"6786",20.429
"6787",20.357
"6788",20.114
"6789",20.458
"6790",20.462
"6791",20.919
"6792",20.614
"6793",20.435
"6794",20.271
"6795",20.396
"6796",20.284
"6797",20.115
"6798",20.302
"6799",20.705
"6800",20.545
"6801",20.378
"6802",20.242
"6803",20.612
"6804",20.78
"6805",20.57
"6806",20.51
"6807",20.245
"6808",20.297
"6809",20.571
"6810",20.57
"6811",20.562
"6812",20.363
"6813",20.556
"6814",20.448
"6815",20.228
"6816",20.382
"6817",20.334
"6818",20.56
"6819",20.364
"6820",20.772
"6821",20.329
"6822",20.306
"6823",20.425
"6824",20.413
"6825",20.657
"6826",20.634
"6827",20.807
"6828",20.488
"6829",20.919
"6830",20.393
"6831",20.647
"6832",20.714
"6833",20.407
"6834",20.509
"6835",20.41
"6836",20.619
"6837",20.489
"6838",20.561
"6839",20.638
"6840",20.711
"6841",20.047
"6842",20.637
"6843",20.579
"6844",20.652
"6845",20.69
"6846",20.329
"6847",20.582
"6848",20.595
"6849",20.544
"6850",20.68
"6851",20.316
"6852",20.676
"6853",20.57
"6854",20.692
"6855",20.352
"6856",20.554
"6857",20.605
"6858",20.46
"6859",20.627
"6860",20.451
"6861",20.785
"6862",20.327
"6863",20.362
"6864",20.823
"6865",20.476
"6866",20.203
"6867",20.457
"6868",20.502
"6869",20.341
"6870",20.538
"6871",20.356
"6872",20.728
"6873",20.119
"6874",20.271
"6875",20.42
"6876",20.15
"6877",20.627
"6878",20.378
"6879",20.428
"6880",20.673
"6881",20.488
"6882",20.501
"6883",20.573
"6884",20.273
"6885",20.647
"6886",20.539
"6887",20.442
"6888",20.482
"6889",20.548
"6890",20.886
"6891",20.474
"6892",20.795
"6893",20.215
"6894",20.461
"6895",20.675
"6896",20.504
"6897",20.844
"6898",20.271
"6899",20.247
"6900",20.267
"6901",20.505
"6902",20.565
"6903",20.222
"6904",20.699
"6905",20.173
"6906",20.78
"6907",20.478
"6908",21.029
"6909",20.606
"6910",20.651
"6911",20.969
"6912",20.504
"6913",20.527
"6914",20.73
"6915",20.386
"6916",20.313
"6917",20.763
"6918",20.617
"6919",20.274
"6920",20.357
"6921",20.617
"6922",20.755
"6923",20.704
"6924",20.874
"6925",20.83
"6926",20.614
"6927",20.513
"6928",20.551
"6929",20.768
"6930",20.616
"6931",20.528
"6932",20.419
"6933",20.407
"6934",20.307
"6935",20.432
"6936",20.663
"6937",20.348
"6938",20.832
"6939",20.656
"6940",20.506
"6941",20.433
"6942",20.061
"6943",20.734
"6944",20.163
"6945",20.385
"6946",20.665
"6947",20.657
"6948",20.312
"6949",20.571
"6950",20.623
"6951",20.392
"6952",20.586
"6953",20.255
"6954",20.42
"6955",20.631
"6956",20.419
"6957",20.413
"6958",20.837
"6959",20.95
"6960",20.599
"6961",20.304
"6962",20.516
"6963",20.859
"6964",20.696
"6965",20.738
"6966",20.63
"6967",20.601
"6968",20.31
"6969",20.486
"6970",20.603
"6971",20.292
"6972",20.43
"6973",20.587
"6974",20.475
"6975",20.74
"6976",20.233
"6977",20.766
"6978",20.651
"6979",20.703
"6980",20.363
"6981",20.702
"6982",20.356
"6983",20.367
"6984",20.749
"6985",20.541
"6986",20.256
"6987",20.918
"6988",20.653
"6989",20.39
"6990",20.318
"6991",20.408
"6992",20.575
"6993",20.426
"6994",20.766
"6995",20.526
"6996",20.32
"6997",20.609
"6998",20.189
"6999",20.328
"7000",20.685
"7001",20.501
"7002",20.388
"7003",20.456
"7004",20.35
"7005",20.677
"7006",20.608
"7007",20.45
"7008",20.614
"7009",20.479
"7010",20.933
"7011",20.339
"7012",20.463
"7013",20.591
"7014",20.081
"7015",20.758
"7016",20.486
"7017",20.622
"7018",20.583
"7019",20.465
"7020",20.763
"7021",20.315
"7022",20.548
"7023",20.324
"7024",20.634
"7025",20.761
"7026",20.704
"7027",20.538
"7028",20.724
"7029",20.547
"7030",20.915
"7031",20.518
"7032",19.961
"7033",20.669
"7034",20.506
"7035",20.481
"7036",20.6
"7037",20.389
"7038",20.527
"7039",20.424
"7040",20.451
"7041",20.629
"7042",20.366
"7043",20.578
"7044",20.577
"7045",20.535
"7046",20.084
"7047",20.589
"7048",20.427
"7049",20.8
"7050",20.25
"7051",21.039
"7052",20.376
"7053",20.564
"7054",20.524
"7055",20.651
"7056",20.593
"7057",19.984
"7058",19.752
"7059",20.407
"7060",20.384
"7061",20.558
"7062",20.512
"7063",20.774
"7064",20.435
"7065",20.571
"7066",20.676
"7067",20.342
"7068",20.364
"7069",20.728
"7070",20.789
"7071",20.324
"7072",20.146
"7073",20.419
"7074",20.185
"7075",20.869
"7076",20.644
"7077",20.363
"7078",20.414
"7079",20.514
"7080",20.773
"7081",20.424
"7082",20.346
"7083",20.557
"7084",20.399
"7085",20.523
"7086",20.525
"7087",20.667
"7088",20.515
"7089",20.571
"7090",20.594
"7091",20.248
"7092",20.617
"7093",20.277
"7094",20.716
"7095",20.184
"7096",21.044
"7097",20.194
"7098",20.387
"7099",20.562
"7100",20.394
"7101",20.56
"7102",20.77
"7103",20.757
"7104",20.775
"7105",20.57
"7106",20.521
"7107",20.998
"7108",20.508
"7109",20.607
"7110",20.341
"7111",20.849
"7112",20.77
"7113",20.792
"7114",20.466
"7115",20.361
"7116",20.438
"7117",20.28
"7118",20.376
"7119",20.506
"7120",20.665
